City_origin,Country_origin,Latitude_origin,Longitude_origin,departure_iataCode
Vilnius,Lithuania,54.634102,25.285801,VNO
Villafranca,Italy,45.395699,10.8885,VRN
Villafranca,Italy,45.395699,10.8885,VRN
Zurich,Switzerland,47.464699,8.54917,ZRH
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Antalya,Turkey,36.898701,30.800501,AYT
Barcelona,Spain,41.2971,2.07846,BCN
Barcelona,Spain,41.2971,2.07846,BCN
Belfast,United Kingdom,54.6575012207,-6.21582984924,BFS
Bergamo,Italy,45.673901,9.70417,BGY
Mulhouse,France,47.59,7.5291667,BSL
Budapest,Hungary,47.42976,19.261093,BUD
Beauvais,France,49.45439910888672,2.1127800941467285,BVA
Cologne,Germany,50.8658981323,7.1427397728,CGN
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Dublin,Ireland,53.421299,-6.27007,DUB
Dublin,Ireland,53.421299,-6.27007,DUB
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Faro,Portugal,37.0144004822,-7.965909957889999,FAO
Faro,Portugal,37.0144004822,-7.965909957889999,FAO
Rome,Italy,41.8002778,12.2388889,FCO
Frankfurt,Germany,50.033333,8.570556,FRA
Guernsey,Guernsey,49.43500137329102,-2.601969957351685,GCI
Guernsey,Guernsey,49.43500137329102,-2.601969957351685,GCI
Gdansk,Poland,54.37760162353516,18.46619987487793,GDN
Gibraltar,Gibraltar,36.1511993408,-5.3496599197400005,GIB
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Grenoble,France,45.36289978027344,5.329370021820068,GNB
Grenoble,France,45.36289978027344,5.329370021820068,GNB
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Innsbruck,Austria,47.260201,11.344,INN
Innsbruck,Austria,47.260201,11.344,INN
Innsbruck,Austria,47.260201,11.344,INN
Inverness,United Kingdom,57.54249954223633,-4.047500133514403,INV
Inverness,United Kingdom,57.54249954223633,-4.047500133514403,INV
Isle Of Man,Isle of Man,54.08330154418945,-4.623889923095703,IOM
Isle Of Man,Isle of Man,54.08330154418945,-4.623889923095703,IOM
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Keflavik,Iceland,63.985000610352,-22.605600357056,KEF
Keflavik,Iceland,63.985000610352,-22.605600357056,KEF
Krakow,Poland,50.077702,19.7848,KRK
Krakow,Poland,50.077702,19.7848,KRK
Krakow,Poland,50.077702,19.7848,KRK
Kaunas,Lithuania,54.96390151977539,24.084800720214844,KUN
Larnaca,Cyprus,34.875099182128906,33.62490081787109,LCA
Lisbon,Portugal,38.7813,-9.13592,LIS
Lyon,France,45.725556,5.081111,LYS
Madrid,Spain,40.471926,-3.56264,MAD
Madrid,Spain,40.471926,-3.56264,MAD
Teesside,United Kingdom,54.50920104980469,-1.4294099807739258,MME
Milano,Italy,45.6306,8.728110000000001,MXP
Nice,France,43.658401489300005,7.215869903560001,NCE
Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863,NCL
Connaught,Ireland,53.9103012084961,-8.818490028381348,NOC
Porto,Portugal,41.2481002808,-8.68138980865,OPO
Paris,France,48.7233333,2.3794444,ORY
Paphos,Cyprus,34.71799850463867,32.48569869995117,PFO
Palma de Mallorca,Spain,39.551700592,2.73881006241,PMI
Poznan,Poland,52.4210014343,16.8262996674,POZ
Prague,Czech Republic,50.1008,14.26,PRG
Prague,Czech Republic,50.1008,14.26,PRG
Riga,Latvia,56.92359924316406,23.971099853515625,RIX
Rzeszow,Poland,50.1100006104,22.0189990997,RZE
Sofia,Bulgaria,42.69669342041016,23.411436080932614,SOF
Sofia,Bulgaria,42.69669342041016,23.411436080932614,SOF
Sofia,Bulgaria,42.69669342041016,23.411436080932614,SOF
Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,SOU
London,United Kingdom,51.8849983215,0.234999999404,STN
Sevilla,Spain,37.41799926757813,-5.8931097984313965,SVQ
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Toulouse,France,43.629101,1.36382,TLS
Torino,Italy,45.200802,7.64963,TRN
Torino,Italy,45.200802,7.64963,TRN
Torino,Italy,45.200802,7.64963,TRN
Treviso,Italy,45.648399,12.1944,TSF
Venice,Italy,45.505299,12.3519,VCE
Valencia,Spain,39.4893,-0.481625,VLC
Wroclaw,Poland,51.10269927979999,16.885799408,WRO
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Gdansk,Poland,54.37760162353516,18.46619987487793,GDN
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Krakow,Poland,50.077702,19.7848,KRK
Katowice,Poland,50.4743,19.08,KTW
Larnaca,Cyprus,34.875099182128906,33.62490081787109,LCA
Lyon,France,45.725556,5.081111,LYS
Bucharest,Romania,44.5711111,26.085,OTP
Zurich,Switzerland,47.464699,8.54917,ZRH
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Athens,Greece,37.9364013672,23.9444999695,ATH
Bacau,Romania,46.52190017700195,26.91029930114746,BCM
Barcelona,Spain,41.2971,2.07846,BCN
Barcelona,Spain,41.2971,2.07846,BCN
Barcelona,Spain,41.2971,2.07846,BCN
Bergamo,Italy,45.673901,9.70417,BGY
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Bilbao,Spain,43.30110168457031,-2.9106099605560303,BIO
Billund,Denmark,55.7402992249,9.15178012848,BLL
Billund,Denmark,55.7402992249,9.15178012848,BLL
Bologna,Italy,44.5354,11.2887,BLQ
Bordeaux,France,44.8283004761,-0.7155560255050001,BOD
Bordeaux,France,44.8283004761,-0.7155560255050001,BOD
Bournemouth,United Kingdom,50.77999877929688,-1.8424999713897705,BOH
Bristol,United Kingdom,51.382702,-2.71909,BRS
Bristol,United Kingdom,51.382702,-2.71909,BRS
Brussels,Belgium,50.9014015198,4.48443984985,BRU
Brussels,Belgium,50.9014015198,4.48443984985,BRU
Brussels,Belgium,50.9014015198,4.48443984985,BRU
Mulhouse,France,47.59,7.5291667,BSL
Bratislava,Slovakia,48.17020034790039,17.212699890136722,BTS
Budapest,Hungary,47.42976,19.261093,BUD
Budapest,Hungary,47.42976,19.261093,BUD
Beauvais,France,49.45439910888672,2.1127800941467285,BVA
Bydgoszcz,Poland,53.0968017578,17.9776992798,BZG
Carcassonne,France,43.21599960327149,2.3063199520111084,CCF
Dongloe,Ireland,55.0442008972168,-8.340999603271483,CFN
Cologne,Germany,50.8658981323,7.1427397728,CGN
Cologne,Germany,50.8658981323,7.1427397728,CGN
Rome,Italy,41.7994,12.5949,CIA
Cluj-napoca,Romania,46.78519821166992,23.686199188232425,CLJ
Cluj-napoca,Romania,46.78519821166992,23.686199188232425,CLJ
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Charleroi,Belgium,50.459202000000005,4.45382,CRL
Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,CWL
Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,CWL
Duesseldorf,Germany,51.289501,6.766780000000001,DUS
Duesseldorf,Germany,51.289501,6.766780000000001,DUS
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Eindhoven,Netherlands,51.4500999451,5.374529838559999,EIN
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
Faro,Portugal,37.0144004822,-7.965909957889999,FAO
Rome,Italy,41.8002778,12.2388889,FCO
Karlsruhe/Baden-Baden,Germany,48.7793998718,8.08049964905,FKB
Memmingen,Germany,47.9888000488,10.2395000458,FMM
Frankfurt,Germany,50.033333,8.570556,FRA
Frankfurt,Germany,50.033333,8.570556,FRA
Frankfurt,Germany,50.033333,8.570556,FRA
Gdansk,Poland,54.37760162353516,18.46619987487793,GDN
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Grenoble,France,45.36289978027344,5.329370021820068,GNB
Gothenborg,Sweden,57.662799835205,12.279800415039,GOT
Gerona,Spain,41.901000977,2.7605500221,GRO
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Hamburg,Germany,53.630401611328,9.988229751586902,HAM
Hamburg,Germany,53.630401611328,9.988229751586902,HAM
Helsinki,Finland,60.317199707031,24.963300704956,HEL
Iasi,Romania,47.17850112915039,27.6205997467041,IAS
Iasi,Romania,47.17850112915039,27.6205997467041,IAS
Innsbruck,Austria,47.260201,11.344,INN
Istanbul,Turkey,41.275278,28.751944,IST
Kiev,Ukraine,50.34500122070313,30.89469909667969,KBP
Keflavik,Iceland,63.985000610352,-22.605600357056,KEF
Keflavik,Iceland,63.985000610352,-22.605600357056,KEF
Kerry,Ireland,52.18090057373047,-9.52377986907959,KIR
Chisinau,Moldova,46.92770004272461,28.93099975585937,KIV
Chisinau,Moldova,46.92770004272461,28.93099975585937,KIV
Chisinau,Moldova,46.92770004272461,28.93099975585937,KIV
Krakow,Poland,50.077702,19.7848,KRK
Krakow,Poland,50.077702,19.7848,KRK
Kosice,Slovakia,48.66310119628906,21.241100311279297,KSC
Katowice,Poland,50.4743,19.08,KTW
Kaunas,Lithuania,54.96390151977539,24.084800720214844,KUN
Leeds,United Kingdom,53.86589813232422,-1.6605700254440308,LBA
Lodz,Poland,51.7219009399,19.3980998993,LCJ
London,United Kingdom,51.505299,0.0552779999999999,LCY
Tarbes,France,43.1786994934082,-0.0064389999024569,LDE
Leipzig,Germany,51.423889,12.236389,LEJ
Liege,Belgium,50.63740158081055,5.443220138549805,LGG
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.4706,-0.461941,LHR
London,United Kingdom,51.4706,-0.461941,LHR
London,United Kingdom,51.4706,-0.461941,LHR
Milan,Italy,45.445099,9.27674,LIN
Lisbon,Portugal,38.7813,-9.13592,LIS
Lisbon,Portugal,38.7813,-9.13592,LIS
Lisbon,Portugal,38.7813,-9.13592,LIS
Liverpool,United Kingdom,53.33359909057617,-2.849720001220703,LPL
London,United Kingdom,51.87469863891602,-0.3683330118656158,LTN
Luxemburg,Luxembourg,49.6233333,6.204444400000001,LUX
Luxemburg,Luxembourg,49.6233333,6.204444400000001,LUX
Lublin,Poland,51.240278,22.713611,LUZ
Lyon,France,45.725556,5.081111,LYS
Madrid,Spain,40.471926,-3.56264,MAD
Madrid,Spain,40.471926,-3.56264,MAD
Madrid,Spain,40.471926,-3.56264,MAD
Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,MAN
Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,MAN
Malta,Malta,35.857498,14.4775,MLA
Munich,Germany,48.353802,11.7861,MUC
Munich,Germany,48.353802,11.7861,MUC
Munich,Germany,48.353802,11.7861,MUC
Milano,Italy,45.6306,8.728110000000001,MXP
Naples,Italy,40.886002000000005,14.2908,NAP
Nice,France,43.658401489300005,7.215869903560001,NCE
Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863,NCL
Nantes,France,47.15319824220001,-1.61073005199,NTE
Porto,Portugal,41.2481002808,-8.68138980865,OPO
Paris,France,48.7233333,2.3794444,ORY
Paris,France,48.7233333,2.3794444,ORY
Paris,France,48.7233333,2.3794444,ORY
Oslo,Norway,60.121,11.0502,OSL
Oslo,Norway,60.121,11.0502,OSL
Bucharest,Romania,44.5711111,26.085,OTP
Bucharest,Romania,44.5711111,26.085,OTP
Paphos,Cyprus,34.71799850463867,32.48569869995117,PFO
Poznan,Poland,52.4210014343,16.8262996674,POZ
Prague,Czech Republic,50.1008,14.26,PRG
Prague,Czech Republic,50.1008,14.26,PRG
Pisa,Italy,43.683899,10.3927,PSA
Riga,Latvia,56.92359924316406,23.971099853515625,RIX
Rzeszow,Poland,50.1100006104,22.0189990997,RZE
Sibiu,Romania,45.78559875488281,24.09129905700684,SBZ
Santander,Spain,43.42710113525391,-3.82000994682312,SDR
Shannon,Ireland,52.702,-8.92482,SNN
Shannon,Ireland,52.702,-8.92482,SNN
Sofia,Bulgaria,42.69669342041016,23.411436080932614,SOF
Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,SOU
London,United Kingdom,51.8849983215,0.234999999404,STN
London,United Kingdom,51.8849983215,0.234999999404,STN
Moscow,Russia,55.972599,37.4146,SVO
Sevilla,Spain,37.41799926757813,-5.8931097984313965,SVQ
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Szczecin,Poland,53.584701538100006,14.9021997452,SZZ
Toulouse,France,43.629101,1.36382,TLS
Toulouse,France,43.629101,1.36382,TLS
Toulouse,France,43.629101,1.36382,TLS
Torino,Italy,45.200802,7.64963,TRN
Torino,Italy,45.200802,7.64963,TRN
Treviso,Italy,45.648399,12.1944,TSF
Venice,Italy,45.505299,12.3519,VCE
Vienna,Austria,48.110298156738,16.569700241089002,VIE
Vienna,Austria,48.110298156738,16.569700241089002,VIE
Vienna,Austria,48.110298156738,16.569700241089002,VIE
Valencia,Spain,39.4893,-0.481625,VLC
Vilnius,Lithuania,54.634102,25.285801,VNO
Villafranca,Italy,45.395699,10.8885,VRN
Villafranca,Italy,45.395699,10.8885,VRN
Wroclaw,Poland,51.10269927979999,16.885799408,WRO
Zagreb,Croatia,45.742900848400005,16.0687999725,ZAG
Zagreb,Croatia,45.742900848400005,16.0687999725,ZAG
Zurich,Switzerland,47.464699,8.54917,ZRH
Zurich,Switzerland,47.464699,8.54917,ZRH
Zurich,Switzerland,47.464699,8.54917,ZRH
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Stavanger,Norway,58.876701354,5.637780189500001,SVG
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Antalya,Turkey,36.898701,30.800501,AYT
Benbecula,United Kingdom,57.48109817504883,-7.362780094146728,BEB
Benbecula,United Kingdom,57.48109817504883,-7.362780094146728,BEB
Belfast,United Kingdom,54.6575012207,-6.21582984924,BFS
Belfast,United Kingdom,54.61809921264648,-5.872499942779541,BHD
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Bodo,Norway,67.26920318603516,14.365300178527832,BOO
Barra,United Kingdom,57.0228,-7.443060000000001,BRR
Bristol,United Kingdom,51.382702,-2.71909,BRS
Campbeltown,United Kingdom,55.43719863891602,-5.686389923095702,CAL
Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,CWL
Dortmund,Germany,51.51829910279999,7.61223983765,DTM
Dublin,Ireland,53.421299,-6.27007,DUB
Dublin,Ireland,53.421299,-6.27007,DUB
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,EXT
Faro,Portugal,37.0144004822,-7.965909957889999,FAO
Rome,Italy,41.8002778,12.2388889,FCO
Munster,Germany,52.134601593,7.68483018875,FMO
Frankfurt,Germany,50.033333,8.570556,FRA
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Geneva,Switzerland,46.23809814453125,6.108950138092041,GVA
Islay,United Kingdom,55.68190002441406,-6.256669998168945,ILY
Inverness,United Kingdom,57.54249954223633,-4.047500133514403,INV
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Kirkwall,United Kingdom,58.957801818847656,-2.9049999713897705,KOI
Krakow,Poland,50.077702,19.7848,KRK
Krakow,Poland,50.077702,19.7848,KRK
Krakow,Poland,50.077702,19.7848,KRK
London,United Kingdom,51.505299,0.0552779999999999,LCY
Londonderry,United Kingdom,55.04280090332031,-7.161109924316406,LDY
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.4706,-0.461941,LHR
Sumburgh,United Kingdom,59.87889862060547,-1.295560002326965,LSI
London,United Kingdom,51.87469863891602,-0.3683330118656158,LTN
London,United Kingdom,51.87469863891602,-0.3683330118656158,LTN
Madrid,Spain,40.471926,-3.56264,MAD
Paris,France,48.7233333,2.3794444,ORY
Palma de Mallorca,Spain,39.551700592,2.73881006241,PMI
Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,SOU
London,United Kingdom,51.8849983215,0.234999999404,STN
Stornoway,United Kingdom,58.215599060058594,-6.3311100006103525,SYY
Stornoway,United Kingdom,58.215599060058594,-6.3311100006103525,SYY
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Tiree,United Kingdom,56.49919891357422,-6.869170188903809,TRE
Torino,Italy,45.200802,7.64963,TRN
Treviso,Italy,45.648399,12.1944,TSF
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Antwerp,Belgium,51.1893997192,4.46027994156,ANR
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Athens,Greece,37.9364013672,23.9444999695,ATH
Athens,Greece,37.9364013672,23.9444999695,ATH
Barcelona,Spain,41.2971,2.07846,BCN
Barcelona,Spain,41.2971,2.07846,BCN
Brindisi,Italy,40.6576,17.947001,BDS
Belgrade,Serbia,44.8184013367,20.3090991974,BEG
Belfast,United Kingdom,54.6575012207,-6.21582984924,BFS
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,BHX
Bordeaux,France,44.8283004761,-0.7155560255050001,BOD
Bournemouth,United Kingdom,50.77999877929688,-1.8424999713897705,BOH
Bristol,United Kingdom,51.382702,-2.71909,BRS
Bristol,United Kingdom,51.382702,-2.71909,BRS
Brussels,Belgium,50.9014015198,4.48443984985,BRU
Brussels,Belgium,50.9014015198,4.48443984985,BRU
Budapest,Hungary,47.42976,19.261093,BUD
Cologne,Germany,50.8658981323,7.1427397728,CGN
Rome,Italy,41.7994,12.5949,CIA
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Copenhagen,Denmark,55.617900848389,12.656000137329,CPH
Catania,Italy,37.466801,15.0664,CTA
Moscow,Russia,55.40879821777344,37.90629959106445,DME
Dublin,Ireland,53.421299,-6.27007,DUB
Dublin,Ireland,53.421299,-6.27007,DUB
Dublin,Ireland,53.421299,-6.27007,DUB
Duesseldorf,Germany,51.289501,6.766780000000001,DUS
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
East Midlands,United Kingdom,52.8311004639,-1.32806003094,EMA
Rome,Italy,41.8002778,12.2388889,FCO
Rome,Italy,41.8002778,12.2388889,FCO
Frankfurt,Germany,50.033333,8.570556,FRA
Frankfurt,Germany,50.033333,8.570556,FRA
Guernsey,Guernsey,49.43500137329102,-2.601969957351685,GCI
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Grenoble,France,45.36289978027344,5.329370021820068,GNB
Genoa,Italy,44.4133,8.8375,GOA
Gothenborg,Sweden,57.662799835205,12.279800415039,GOT
Helsinki,Finland,60.317199707031,24.963300704956,HEL
Istanbul,Turkey,41.275278,28.751944,IST
Jersey,Jersey,49.20790100097656,-2.195509910583496,JER
Kiev,Ukraine,50.34500122070313,30.89469909667969,KBP
Kittila,Finland,67.700996398926,24.846799850464,KTT
Leeds,United Kingdom,53.86589813232422,-1.6605700254440308,LBA
Leeds,United Kingdom,53.86589813232422,-1.6605700254440308,LBA
Larnaca,Cyprus,34.875099182128906,33.62490081787109,LCA
London,United Kingdom,51.505299,0.0552779999999999,LCY
London,United Kingdom,51.505299,0.0552779999999999,LCY
St. Petersburg,Russia,59.80030059814453,30.26250076293945,LED
St. Petersburg,Russia,59.80030059814453,30.26250076293945,LED
Leipzig,Germany,51.423889,12.236389,LEJ
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.148102,-0.190278,LGW
London,United Kingdom,51.4706,-0.461941,LHR
London,United Kingdom,51.4706,-0.461941,LHR
Lille,France,50.563332,3.086886,LIL
Milan,Italy,45.445099,9.27674,LIN
Lisbon,Portugal,38.7813,-9.13592,LIS
Lisbon,Portugal,38.7813,-9.13592,LIS
Lisbon,Portugal,38.7813,-9.13592,LIS
Liverpool,United Kingdom,53.33359909057617,-2.849720001220703,LPL
London,United Kingdom,51.87469863891602,-0.3683330118656158,LTN
Lugano,Switzerland,46.00429916379999,8.9105796814,LUG
Luxemburg,Luxembourg,49.6233333,6.204444400000001,LUX
Luxemburg,Luxembourg,49.6233333,6.204444400000001,LUX
Luxemburg,Luxembourg,49.6233333,6.204444400000001,LUX
Lyon,France,45.725556,5.081111,LYS
Madrid,Spain,40.471926,-3.56264,MAD
Madrid,Spain,40.471926,-3.56264,MAD
Madrid,Spain,40.471926,-3.56264,MAD
Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,MAN
Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,MAN
Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,MAN
Malta,Malta,35.857498,14.4775,MLA
Marseille,France,43.439271922,5.22142410278,MRS
Munich,Germany,48.353802,11.7861,MUC
Munich,Germany,48.353802,11.7861,MUC
Milano,Italy,45.6306,8.728110000000001,MXP
Milano,Italy,45.6306,8.728110000000001,MXP
Milano,Italy,45.6306,8.728110000000001,MXP
Naples,Italy,40.886002000000005,14.2908,NAP
Naples,Italy,40.886002000000005,14.2908,NAP
Nice,France,43.658401489300005,7.215869903560001,NCE
Nice,France,43.658401489300005,7.215869903560001,NCE
Nice,France,43.658401489300005,7.215869903560001,NCE
Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863,NCL
Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863,NCL
Nantes,France,47.15319824220001,-1.61073005199,NTE
Porto,Portugal,41.2481002808,-8.68138980865,OPO
Porto,Portugal,41.2481002808,-8.68138980865,OPO
Paris,France,48.7233333,2.3794444,ORY
Oslo,Norway,60.121,11.0502,OSL
Oslo,Norway,60.121,11.0502,OSL
Oslo,Norway,60.121,11.0502,OSL
Bucharest,Romania,44.5711111,26.085,OTP
Palma de Mallorca,Spain,39.551700592,2.73881006241,PMI
Prague,Czech Republic,50.1008,14.26,PRG
Prague,Czech Republic,50.1008,14.26,PRG
Pristina,Serbia,42.5728,21.035801,PRN
Pristina,Serbia,42.5728,21.035801,PRN
Pristina,Serbia,42.5728,21.035801,PRN
Pristina,Serbia,42.5728,21.035801,PRN
Pisa,Italy,43.683899,10.3927,PSA
Riga,Latvia,56.92359924316406,23.971099853515625,RIX
Rennes,France,48.0694999695,-1.73478996754,RNS
Istanbul,Turkey,40.898601532,29.3092002869,SAW
Santiago,Spain,42.89630126953125,-8.415140151977539,SCQ
Skopje,Macedonia,41.961601,21.621401,SKP
Santa Maria (island),Portugal,36.97140121459961,-25.17060089111328,SMA
Sofia,Bulgaria,42.69669342041016,23.411436080932614,SOF
Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,SOU
London,United Kingdom,51.8849983215,0.234999999404,STN
London,United Kingdom,51.8849983215,0.234999999404,STN
Moscow,Russia,55.972599,37.4146,SVO
Moscow,Russia,55.972599,37.4146,SVO
Sevilla,Spain,37.41799926757813,-5.8931097984313965,SVQ
Salzburg,Austria,47.7933006287,13.0043001175,SZG
Poprad,Slovakia,49.073600769,20.2411003113,TAT
Tirana,Albania,41.4146995544,19.7206001282,TIA
Toulouse,France,43.629101,1.36382,TLS
Venice,Italy,45.505299,12.3519,VCE
Venice,Italy,45.505299,12.3519,VCE
Vienna,Austria,48.110298156738,16.569700241089002,VIE
Vienna,Austria,48.110298156738,16.569700241089002,VIE
Moscow,Russia,55.5914993286,37.2615013123,VKO
Moscow,Russia,55.5914993286,37.2615013123,VKO
Moscow,Russia,55.5914993286,37.2615013123,VKO
Warsaw,Poland,52.1656990051,20.9671001434,WAW
Zurich,Switzerland,47.464699,8.54917,ZRH
Zurich,Switzerland,47.464699,8.54917,ZRH
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Newcastle,United Kingdom,55.03749847412109,-1.6916699409484863,NCL
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,EDI
Glasgow,United Kingdom,55.8718986511,-4.43306016922,GLA
Inverness,United Kingdom,57.54249954223633,-4.047500133514403,INV
Sumburgh,United Kingdom,59.87889862060547,-1.295560002326965,LSI
Sanday,United Kingdom,59.25030136108398,-2.576669931411743,NDY
North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754,NRL
Papa Westray,United Kingdom,59.351699829100006,-2.9002799987800003,PPW
Stronsay,United Kingdom,59.1553001404,-2.6413900852200003,SOY
Westray,United Kingdom,59.350299835200005,-2.95000004768,WRY
Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,ABZ
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Malaga,Spain,36.67490005493164,-4.499110221862793,AGP
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Alicante,Spain,38.28219985961914,-0.5581560134887695,ALC
Ancona,Italy,43.616299,13.3623,AOI
Stockholm,Sweden,59.651901245117,17.918600082397,ARN
Athens,Greece,37.9364013672,23.9444999695,ATH
Antalya,Turkey,36.898701,30.800501,AYT
